Word	Indices	GP sum	GP sum red header	Plaintext minus ciphertext	Plaintext plus ciphertext	Ciphertext_minus_plaintext
tinplate	[16, 10, 9, 13, 20, 24, 16, 18]	458	555	[26, 18, 15, 15, 18, 10, 6, 28]	[6, 2, 3, 11, 22, 9, 26, 8]	[3, 11, 14, 14, 11, 19, 23, 1]
tinsmith	[16, 10, 9, 15, 19, 10, 16, 8]	356	453	[26, 18, 15, 17, 17, 25, 6, 18]	[6, 2, 3, 13, 21, 24, 26, 27]	[3, 11, 14, 12, 12, 4, 23, 11]
tinsnips	[16, 10, 9, 15, 9, 10, 13, 15]	328	425	[26, 18, 15, 17, 7, 25, 3, 25]	[6, 2, 3, 13, 11, 24, 23, 5]	[3, 11, 14, 12, 22, 4, 26, 4]
tipstaff	[16, 10, 13, 15, 16, 24, 0, 0]	346	443	[26, 18, 19, 17, 14, 10, 19, 10]	[6, 2, 7, 13, 18, 9, 10, 19]	[3, 11, 10, 12, 15, 19, 10, 19]
tiramisu	[16, 10, 4, 24, 19, 10, 15, 1]	356	453	[26, 18, 10, 26, 17, 25, 5, 11]	[6, 2, 27, 22, 21, 24, 25, 20]	[3, 11, 19, 3, 12, 4, 24, 18]
titanium	[16, 10, 16, 24, 9, 10, 1, 19]	380	477	[26, 18, 22, 26, 7, 25, 20, 0]	[6, 2, 10, 22, 11, 24, 11, 9]	[3, 11, 7, 3, 22, 4, 9, 0]
titmouse	[16, 10, 16, 19, 3, 1, 15, 18]	350	447	[26, 18, 22, 21, 1, 16, 5, 28]	[6, 2, 10, 17, 5, 15, 25, 8]	[3, 11, 7, 8, 28, 13, 24, 1]
titration	[16, 10, 16, 4, 24, 16, 27, 9]	452	549	[26, 18, 22, 6, 22, 2, 17, 19]	[6, 2, 10, 2, 26, 1, 8, 28]	[3, 11, 7, 23, 7, 27, 12, 10]
titrator	[16, 10, 16, 4, 24, 16, 3, 4]	334	431	[26, 18, 22, 6, 22, 2, 22, 14]	[6, 2, 10, 2, 26, 1, 13, 23]	[3, 11, 7, 23, 7, 27, 7, 15]
titterer	[16, 10, 16, 16, 18, 4, 18, 4]	364	461	[26, 18, 22, 18, 16, 19, 8, 14]	[6, 2, 10, 14, 20, 18, 28, 23]	[3, 11, 7, 11, 13, 10, 21, 15]
toadfish	[16, 3, 24, 23, 0, 10, 15, 8]	361	458	[26, 11, 1, 25, 27, 25, 5, 18]	[6, 24, 18, 21, 2, 24, 25, 27]	[3, 18, 28, 4, 2, 4, 24, 11]
toadflax	[16, 3, 24, 23, 0, 20, 24, 14]	471	568	[26, 11, 1, 25, 27, 6, 14, 24]	[6, 24, 18, 21, 2, 5, 5, 4]	[3, 18, 28, 4, 2, 23, 15, 5]
toasting	[16, 3, 24, 15, 16, 10, 9, 6]	352	449	[26, 11, 1, 17, 14, 25, 28, 16]	[6, 24, 18, 13, 18, 24, 19, 25]	[3, 18, 28, 12, 15, 4, 1, 13]
toboggan	[16, 3, 17, 3, 6, 6, 24, 9]	294	391	[26, 11, 23, 5, 4, 21, 14, 19]	[6, 24, 11, 1, 8, 20, 5, 28]	[3, 18, 6, 24, 25, 8, 15, 10]
tocktact	[16, 3, 5, 5, 16, 24, 5, 16]	320	417	[26, 11, 11, 7, 14, 10, 24, 26]	[6, 24, 28, 3, 18, 9, 15, 6]	[3, 18, 18, 22, 15, 19, 5, 3]
tocology	[16, 3, 5, 3, 20, 3, 6, 26]	286	383	[26, 11, 11, 5, 18, 18, 25, 7]	[6, 24, 28, 1, 22, 17, 16, 16]	[3, 18, 18, 24, 11, 11, 4, 22]
toiletry	[16, 3, 10, 20, 18, 16, 4, 26]	410	507	[26, 11, 16, 22, 16, 2, 23, 7]	[6, 24, 4, 18, 20, 1, 14, 16]	[3, 18, 13, 7, 13, 27, 6, 22]
toilette	[16, 3, 10, 20, 18, 16, 16, 18]	422	519	[26, 11, 16, 22, 16, 2, 6, 28]	[6, 24, 4, 18, 20, 1, 26, 8]	[3, 18, 13, 7, 13, 27, 23, 1]
tolbooth	[16, 3, 20, 17, 3, 3, 16, 8]	296	393	[26, 11, 26, 19, 1, 18, 6, 18]	[6, 24, 14, 15, 5, 17, 26, 27]	[3, 18, 3, 10, 28, 11, 23, 11]
tollgate	[16, 3, 20, 20, 6, 24, 16, 18]	452	549	[26, 11, 26, 22, 4, 10, 6, 28]	[6, 24, 14, 18, 8, 9, 26, 8]	[3, 18, 3, 7, 25, 19, 23, 1]
tomahawk	[16, 3, 19, 24, 8, 24, 7, 5]	386	483	[26, 11, 25, 26, 6, 10, 26, 15]	[6, 24, 13, 22, 10, 9, 17, 24]	[3, 18, 4, 3, 23, 19, 3, 14]
tomalley	[16, 3, 19, 24, 20, 20, 18, 26]	550	647	[26, 11, 25, 26, 18, 6, 8, 7]	[6, 24, 13, 22, 22, 5, 28, 16]	[3, 18, 4, 3, 11, 23, 21, 22]
tomentum	[16, 3, 19, 18, 9, 16, 1, 19]	366	463	[26, 11, 25, 20, 7, 2, 20, 0]	[6, 24, 13, 16, 11, 1, 11, 9]	[3, 18, 4, 9, 22, 27, 9, 0]
tommyrot	[16, 3, 19, 19, 26, 4, 3, 16]	388	485	[26, 11, 25, 21, 24, 19, 22, 26]	[6, 24, 13, 17, 28, 18, 13, 6]	[3, 18, 4, 8, 5, 10, 7, 3]
tomogram	[16, 3, 19, 3, 6, 4, 24, 19]	340	437	[26, 11, 25, 5, 4, 19, 14, 0]	[6, 24, 13, 1, 8, 18, 5, 9]	[3, 18, 4, 24, 25, 10, 15, 0]
tomorrow	[16, 3, 19, 3, 4, 4, 3, 7]	192	289	[26, 11, 25, 5, 2, 19, 22, 17]	[6, 24, 13, 1, 6, 18, 13, 26]	[3, 18, 4, 24, 27, 10, 7, 12]
tonality	[16, 3, 9, 24, 20, 10, 16, 26]	458	555	[26, 11, 15, 26, 18, 25, 6, 7]	[6, 24, 3, 22, 22, 24, 26, 16]	[3, 18, 14, 3, 11, 4, 23, 22]
tonicity	[16, 3, 9, 10, 5, 10, 16, 26]	332	429	[26, 11, 15, 12, 3, 25, 6, 7]	[6, 24, 3, 8, 7, 24, 26, 16]	[3, 18, 14, 17, 26, 4, 23, 22]
tonsilla	[16, 3, 9, 15, 10, 20, 20, 24]	422	519	[26, 11, 15, 17, 8, 6, 10, 5]	[6, 24, 3, 13, 12, 5, 1, 14]	[3, 18, 14, 12, 21, 23, 19, 24]
toolshed	[16, 3, 3, 20, 15, 8, 18, 23]	378	475	[26, 11, 9, 22, 13, 23, 8, 4]	[6, 24, 26, 18, 17, 22, 28, 13]	[3, 18, 20, 7, 16, 6, 21, 25]
toothache	[16, 3, 3, 2, 24, 5, 8, 18]	278	375	[26, 11, 9, 4, 22, 20, 27, 28]	[6, 24, 26, 0, 26, 19, 18, 8]	[3, 18, 20, 25, 7, 9, 2, 1]
toothpick	[16, 3, 3, 2, 13, 10, 5, 5]	178	275	[26, 11, 9, 4, 11, 25, 24, 15]	[6, 24, 26, 0, 15, 24, 15, 24]	[3, 18, 20, 25, 18, 4, 5, 14]
toothwort	[16, 3, 3, 2, 7, 3, 4, 16]	174	271	[26, 11, 9, 4, 5, 18, 23, 26]	[6, 24, 26, 0, 9, 17, 14, 6]	[3, 18, 20, 25, 24, 11, 6, 3]
topology	[16, 3, 13, 3, 20, 3, 6, 26]	316	413	[26, 11, 19, 5, 18, 18, 25, 7]	[6, 24, 7, 1, 22, 17, 16, 16]	[3, 18, 10, 24, 11, 11, 4, 22]
toponomy	[16, 3, 13, 3, 9, 3, 19, 26]	326	423	[26, 11, 19, 5, 7, 18, 9, 7]	[6, 24, 7, 1, 11, 17, 0, 16]	[3, 18, 10, 24, 22, 11, 20, 22]
toponymy	[16, 3, 13, 3, 9, 26, 19, 26]	422	519	[26, 11, 19, 5, 7, 12, 9, 7]	[6, 24, 7, 1, 11, 11, 0, 16]	[3, 18, 10, 24, 22, 17, 20, 22]
tornillo	[16, 3, 4, 9, 10, 20, 20, 3]	290	387	[26, 11, 10, 11, 8, 6, 10, 13]	[6, 24, 27, 7, 12, 5, 1, 22]	[3, 18, 19, 18, 21, 23, 19, 16]
tortilla	[16, 3, 4, 16, 10, 20, 20, 24]	410	507	[26, 11, 10, 18, 8, 6, 10, 5]	[6, 24, 27, 14, 12, 5, 1, 14]	[3, 18, 19, 11, 21, 23, 19, 24]
tortoise	[16, 3, 4, 16, 3, 10, 15, 18]	294	391	[26, 11, 10, 18, 1, 25, 5, 28]	[6, 24, 27, 14, 5, 24, 25, 8]	[3, 18, 19, 11, 28, 4, 24, 1]
torturer	[16, 3, 4, 16, 1, 4, 18, 4]	228	325	[26, 11, 10, 18, 28, 19, 8, 14]	[6, 24, 27, 14, 3, 18, 28, 23]	[3, 18, 19, 11, 1, 10, 21, 15]
totalism	[16, 3, 16, 24, 20, 10, 15, 19]	450	547	[26, 11, 22, 26, 18, 25, 5, 0]	[6, 24, 10, 22, 22, 24, 25, 9]	[3, 18, 7, 3, 11, 4, 24, 0]
totality	[16, 3, 16, 24, 20, 10, 16, 26]	488	585	[26, 11, 22, 26, 18, 25, 6, 7]	[6, 24, 10, 22, 22, 24, 26, 16]	[3, 18, 7, 3, 11, 4, 23, 22]
totemism	[16, 3, 16, 18, 19, 10, 15, 19]	418	515	[26, 11, 22, 20, 17, 25, 5, 0]	[6, 24, 10, 16, 21, 24, 25, 9]	[3, 18, 7, 9, 12, 4, 24, 0]
totemist	[16, 3, 16, 18, 19, 10, 15, 16]	406	503	[26, 11, 22, 20, 17, 25, 5, 26]	[6, 24, 10, 16, 21, 24, 25, 6]	[3, 18, 7, 9, 12, 4, 24, 3]
totterer	[16, 3, 16, 16, 18, 4, 18, 4]	340	437	[26, 11, 22, 18, 16, 19, 8, 14]	[6, 24, 10, 14, 20, 18, 28, 23]	[3, 18, 7, 11, 13, 10, 21, 15]
toucanet	[16, 3, 1, 5, 24, 9, 18, 16]	334	431	[26, 11, 7, 7, 22, 24, 8, 26]	[6, 24, 24, 3, 26, 23, 28, 6]	[3, 18, 22, 22, 7, 5, 21, 3]
touching	[16, 3, 1, 5, 8, 10, 9, 6]	182	279	[26, 11, 7, 7, 6, 25, 28, 16]	[6, 24, 24, 3, 10, 24, 19, 25]	[3, 18, 22, 22, 23, 4, 1, 13]
tovarich	[16, 3, 1, 24, 4, 10, 5, 8]	244	341	[26, 11, 7, 26, 2, 25, 24, 18]	[6, 24, 24, 22, 6, 24, 15, 27]	[3, 18, 22, 3, 27, 4, 5, 11]
toweling	[16, 3, 7, 18, 20, 10, 9, 6]	302	399	[26, 11, 13, 20, 18, 25, 28, 16]	[6, 24, 1, 16, 22, 24, 19, 25]	[3, 18, 16, 9, 11, 4, 1, 13]
township	[16, 3, 7, 9, 15, 8, 10, 13]	264	361	[26, 11, 13, 11, 13, 23, 0, 23]	[6, 24, 1, 7, 17, 22, 20, 3]	[3, 18, 16, 18, 16, 6, 0, 6]
townsman	[16, 3, 7, 9, 15, 19, 24, 9]	364	461	[26, 11, 13, 11, 13, 5, 14, 19]	[6, 24, 1, 7, 17, 4, 5, 28]	[3, 18, 16, 18, 16, 24, 15, 10]
toxicant	[16, 3, 14, 10, 5, 24, 9, 16]	342	439	[26, 11, 20, 12, 3, 10, 28, 26]	[6, 24, 8, 8, 7, 9, 19, 6]	[3, 18, 9, 17, 26, 19, 1, 3]
toxicity	[16, 3, 14, 10, 5, 10, 16, 26]	350	447	[26, 11, 20, 12, 3, 25, 6, 7]	[6, 24, 8, 8, 7, 24, 26, 16]	[3, 18, 9, 17, 26, 4, 23, 22]
tracheid	[16, 4, 24, 5, 8, 18, 10, 23]	390	487	[26, 12, 1, 7, 6, 4, 0, 4]	[6, 25, 18, 3, 10, 3, 20, 13]	[3, 17, 28, 22, 23, 25, 0, 25]
trachoma	[16, 4, 24, 5, 8, 3, 19, 24]	378	475	[26, 12, 1, 7, 6, 18, 9, 5]	[6, 25, 18, 3, 10, 17, 0, 14]	[3, 17, 28, 22, 23, 11, 20, 24]
tracking	[16, 4, 24, 5, 5, 10, 9, 6]	270	367	[26, 12, 1, 7, 3, 25, 28, 16]	[6, 25, 18, 3, 7, 24, 19, 25]	[3, 17, 28, 22, 26, 4, 1, 13]
tradition	[16, 4, 24, 23, 10, 16, 27, 9]	482	579	[26, 12, 1, 25, 8, 2, 17, 19]	[6, 25, 18, 21, 12, 1, 8, 28]	[3, 17, 28, 4, 21, 27, 12, 10]
traducer	[16, 4, 24, 23, 1, 5, 18, 4]	350	447	[26, 12, 1, 25, 28, 20, 8, 14]	[6, 25, 18, 21, 3, 19, 28, 23]	[3, 17, 28, 4, 1, 9, 21, 15]
tragedian	[16, 4, 24, 6, 18, 23, 27, 9]	476	573	[26, 12, 1, 8, 16, 9, 17, 19]	[6, 25, 18, 4, 20, 8, 8, 28]	[3, 17, 28, 21, 13, 20, 12, 10]
tragopan	[16, 4, 24, 6, 3, 13, 24, 9]	360	457	[26, 12, 1, 8, 1, 28, 14, 19]	[6, 25, 18, 4, 5, 27, 5, 28]	[3, 17, 28, 21, 28, 1, 15, 10]
trailhead	[16, 4, 24, 10, 20, 8, 28, 23]	492	589	[26, 12, 1, 12, 18, 23, 18, 4]	[6, 25, 18, 8, 22, 22, 9, 13]	[3, 17, 28, 17, 11, 6, 11, 25]
trailing	[16, 4, 24, 10, 20, 10, 9, 6]	348	445	[26, 12, 1, 12, 18, 25, 28, 16]	[6, 25, 18, 8, 22, 24, 19, 25]	[3, 17, 28, 17, 11, 4, 1, 13]
training	[16, 4, 24, 10, 9, 10, 9, 6]	304	401	[26, 12, 1, 12, 7, 25, 28, 16]	[6, 25, 18, 8, 11, 24, 19, 25]	[3, 17, 28, 17, 22, 4, 1, 13]
trainman	[16, 4, 24, 10, 9, 19, 24, 9]	424	521	[26, 12, 1, 12, 7, 5, 14, 19]	[6, 25, 18, 8, 11, 4, 5, 28]	[3, 17, 28, 17, 22, 24, 15, 10]
tramline	[16, 4, 24, 19, 20, 10, 9, 18]	438	535	[26, 12, 1, 21, 18, 25, 28, 28]	[6, 25, 18, 17, 22, 24, 19, 8]	[3, 17, 28, 8, 11, 4, 1, 1]
trampler	[16, 4, 24, 19, 13, 20, 18, 4]	432	529	[26, 12, 1, 21, 11, 6, 8, 14]	[6, 25, 18, 17, 15, 5, 28, 23]	[3, 17, 28, 8, 18, 23, 21, 15]
transept	[16, 4, 24, 9, 15, 18, 13, 16]	418	515	[26, 12, 1, 11, 13, 4, 3, 26]	[6, 25, 18, 7, 17, 3, 23, 6]	[3, 17, 28, 18, 16, 25, 26, 3]
transfer	[16, 4, 24, 9, 15, 0, 18, 4]	329	426	[26, 12, 1, 11, 13, 15, 8, 14]	[6, 25, 18, 7, 17, 14, 28, 23]	[3, 17, 28, 18, 16, 14, 21, 15]
trapping	[16, 4, 24, 13, 13, 10, 9, 6]	330	427	[26, 12, 1, 15, 11, 25, 28, 16]	[6, 25, 18, 11, 15, 24, 19, 25]	[3, 17, 28, 14, 18, 4, 1, 13]
traveler	[16, 4, 24, 1, 18, 20, 18, 4]	388	485	[26, 12, 1, 3, 16, 6, 8, 14]	[6, 25, 18, 28, 20, 5, 28, 23]	[3, 17, 28, 26, 13, 23, 21, 15]
travelog	[16, 4, 24, 1, 18, 20, 3, 6]	334	431	[26, 12, 1, 3, 16, 6, 22, 16]	[6, 25, 18, 28, 20, 5, 13, 25]	[3, 17, 28, 26, 13, 23, 7, 13]
traverse	[16, 4, 24, 1, 18, 4, 15, 18]	368	465	[26, 12, 1, 3, 16, 19, 5, 28]	[6, 25, 18, 28, 20, 18, 25, 8]	[3, 17, 28, 26, 13, 10, 24, 1]
travesty	[16, 4, 24, 1, 18, 15, 16, 26]	452	549	[26, 12, 1, 3, 16, 1, 6, 7]	[6, 25, 18, 28, 20, 0, 26, 16]	[3, 17, 28, 26, 13, 28, 23, 22]
treachery	[16, 4, 28, 5, 8, 18, 4, 26]	396	493	[26, 12, 5, 7, 6, 4, 23, 7]	[6, 25, 22, 3, 10, 3, 14, 16]	[3, 17, 24, 22, 23, 25, 6, 22]
treadmill	[16, 4, 28, 23, 19, 10, 20, 20]	516	613	[26, 12, 5, 25, 17, 25, 10, 1]	[6, 25, 22, 21, 21, 24, 1, 10]	[3, 17, 24, 4, 12, 4, 19, 28]
treasurer	[16, 4, 28, 15, 1, 4, 18, 4]	324	421	[26, 12, 5, 17, 28, 19, 8, 14]	[6, 25, 22, 13, 3, 18, 28, 23]	[3, 17, 24, 12, 1, 10, 21, 15]
treatment	[16, 4, 28, 16, 19, 18, 9, 16]	464	561	[26, 12, 5, 18, 17, 4, 28, 26]	[6, 25, 22, 14, 21, 3, 19, 6]	[3, 17, 24, 11, 12, 25, 1, 3]
treenail	[16, 4, 18, 18, 9, 24, 10, 20]	434	531	[26, 12, 24, 20, 7, 10, 0, 1]	[6, 25, 12, 16, 11, 9, 20, 10]	[3, 17, 5, 9, 22, 19, 0, 28]
trembler	[16, 4, 18, 19, 17, 20, 18, 4]	420	517	[26, 12, 24, 21, 15, 6, 8, 14]	[6, 25, 12, 17, 19, 5, 28, 23]	[3, 17, 5, 8, 14, 23, 21, 15]
trembles	[16, 4, 18, 19, 17, 20, 18, 15]	462	559	[26, 12, 24, 21, 15, 6, 8, 25]	[6, 25, 12, 17, 19, 5, 28, 5]	[3, 17, 5, 8, 14, 23, 21, 4]
trencher	[16, 4, 18, 9, 5, 8, 18, 4]	280	377	[26, 12, 24, 11, 3, 23, 8, 14]	[6, 25, 12, 7, 7, 22, 28, 23]	[3, 17, 5, 18, 26, 6, 21, 15]
trephine	[16, 4, 18, 13, 8, 10, 9, 18]	330	427	[26, 12, 24, 15, 6, 25, 28, 28]	[6, 25, 12, 11, 10, 24, 19, 8]	[3, 17, 5, 14, 23, 4, 1, 1]
trespass	[16, 4, 18, 15, 13, 24, 15, 15]	436	533	[26, 12, 24, 17, 11, 10, 5, 25]	[6, 25, 12, 13, 15, 9, 25, 5]	[3, 17, 5, 12, 18, 19, 24, 4]
triazolam	[16, 4, 27, 15, 3, 20, 24, 19]	478	575	[26, 12, 4, 17, 1, 6, 14, 0]	[6, 25, 21, 13, 5, 5, 5, 9]	[3, 17, 25, 12, 28, 23, 15, 0]
tribunal	[16, 4, 10, 17, 1, 9, 24, 20]	364	461	[26, 12, 16, 19, 28, 24, 14, 1]	[6, 25, 4, 15, 3, 23, 5, 10]	[3, 17, 13, 10, 1, 5, 15, 28]
trichina	[16, 4, 10, 5, 8, 10, 9, 24]	294	391	[26, 12, 16, 7, 6, 25, 28, 5]	[6, 25, 4, 3, 10, 24, 19, 14]	[3, 17, 13, 22, 23, 4, 1, 24]
trickery	[16, 4, 10, 5, 5, 18, 4, 26]	308	405	[26, 12, 16, 7, 3, 4, 23, 7]	[6, 25, 4, 3, 7, 3, 14, 16]	[3, 17, 13, 22, 26, 25, 6, 22]
tricolor	[16, 4, 10, 5, 3, 20, 3, 4]	212	309	[26, 12, 16, 7, 1, 6, 22, 14]	[6, 25, 4, 3, 5, 5, 13, 23]	[3, 17, 13, 22, 28, 23, 7, 15]
tricorne	[16, 4, 10, 5, 3, 4, 9, 18]	228	325	[26, 12, 16, 7, 1, 19, 28, 28]	[6, 25, 4, 3, 5, 18, 19, 8]	[3, 17, 13, 22, 28, 10, 1, 1]
tricycle	[16, 4, 10, 5, 26, 5, 20, 18]	370	467	[26, 12, 16, 7, 24, 20, 10, 28]	[6, 25, 4, 3, 28, 19, 1, 8]	[3, 17, 13, 22, 5, 9, 19, 1]
triennial	[16, 4, 10, 18, 9, 9, 27, 20]	406	503	[26, 12, 16, 20, 7, 24, 17, 1]	[6, 25, 4, 16, 11, 23, 8, 10]	[3, 17, 13, 9, 22, 5, 12, 28]
trifling	[16, 4, 10, 0, 20, 10, 9, 6]	253	350	[26, 12, 16, 2, 18, 25, 28, 16]	[6, 25, 4, 27, 22, 24, 19, 25]	[3, 17, 13, 27, 11, 4, 1, 13]
trillium	[16, 4, 10, 20, 20, 10, 1, 19]	352	449	[26, 12, 16, 22, 18, 25, 20, 0]	[6, 25, 4, 18, 22, 24, 11, 9]	[3, 17, 13, 7, 11, 4, 9, 0]
trimaran	[16, 4, 10, 19, 24, 4, 24, 9]	406	503	[26, 12, 16, 21, 22, 19, 14, 19]	[6, 25, 4, 17, 26, 18, 5, 28]	[3, 17, 13, 8, 7, 10, 15, 10]
trimming	[16, 4, 10, 19, 19, 10, 9, 6]	320	417	[26, 12, 16, 21, 17, 25, 28, 16]	[6, 25, 4, 17, 21, 24, 19, 25]	[3, 17, 13, 8, 12, 4, 1, 13]
trimness	[16, 4, 10, 19, 9, 18, 15, 15]	374	471	[26, 12, 16, 21, 7, 4, 5, 25]	[6, 25, 4, 17, 11, 3, 25, 5]	[3, 17, 13, 8, 22, 25, 24, 4]
tripling	[16, 4, 10, 13, 20, 10, 9, 6]	294	391	[26, 12, 16, 15, 18, 25, 28, 16]	[6, 25, 4, 11, 22, 24, 19, 25]	[3, 17, 13, 14, 11, 4, 1, 13]
triptych	[16, 4, 10, 13, 16, 26, 5, 8]	342	439	[26, 12, 16, 15, 14, 12, 24, 18]	[6, 25, 4, 11, 18, 11, 15, 27]	[3, 17, 13, 14, 15, 17, 5, 11]
triskele	[16, 4, 10, 15, 5, 18, 20, 18]	374	471	[26, 12, 16, 17, 3, 4, 10, 28]	[6, 25, 4, 13, 7, 3, 1, 8]	[3, 17, 13, 12, 26, 25, 19, 1]
tritheism	[16, 4, 10, 2, 18, 10, 15, 19]	328	425	[26, 12, 16, 4, 16, 25, 5, 0]	[6, 25, 4, 0, 20, 24, 25, 9]	[3, 17, 13, 25, 13, 4, 24, 0]
tritheist	[16, 4, 10, 2, 18, 10, 15, 16]	316	413	[26, 12, 16, 4, 16, 25, 5, 26]	[6, 25, 4, 0, 20, 24, 25, 6]	[3, 17, 13, 25, 13, 4, 24, 3]
triumvir	[16, 4, 10, 1, 19, 1, 10, 4]	220	317	[26, 12, 16, 3, 17, 16, 0, 14]	[6, 25, 4, 28, 21, 15, 20, 23]	[3, 17, 13, 26, 12, 13, 0, 15]
trochlear	[16, 4, 3, 5, 8, 20, 28, 4]	306	403	[26, 12, 9, 7, 6, 6, 18, 14]	[6, 25, 26, 3, 10, 5, 9, 23]	[3, 17, 20, 22, 23, 23, 11, 15]
trolling	[16, 4, 3, 20, 20, 10, 9, 6]	300	397	[26, 12, 9, 22, 18, 25, 28, 16]	[6, 25, 26, 18, 22, 24, 19, 25]	[3, 17, 20, 7, 11, 4, 1, 13]
trombone	[16, 4, 3, 19, 17, 3, 9, 18]	312	409	[26, 12, 9, 21, 15, 18, 28, 28]	[6, 25, 26, 17, 19, 17, 19, 8]	[3, 17, 20, 8, 14, 11, 1, 1]
troponym	[16, 4, 3, 13, 3, 9, 26, 19]	330	427	[26, 12, 9, 15, 1, 24, 16, 0]	[6, 25, 26, 11, 5, 23, 7, 9]	[3, 17, 20, 14, 28, 5, 13, 0]
trotline	[16, 4, 3, 16, 20, 10, 9, 18]	336	433	[26, 12, 9, 18, 18, 25, 28, 28]	[6, 25, 26, 14, 22, 24, 19, 8]	[3, 17, 20, 11, 11, 4, 1, 1]
troubler	[16, 4, 3, 1, 17, 20, 18, 4]	292	389	[26, 12, 9, 3, 15, 6, 8, 14]	[6, 25, 26, 28, 19, 5, 28, 23]	[3, 17, 20, 26, 14, 23, 21, 15]
trousers	[16, 4, 3, 1, 15, 18, 4, 15]	264	361	[26, 12, 9, 3, 13, 4, 23, 25]	[6, 25, 26, 28, 17, 3, 14, 5]	[3, 17, 20, 26, 16, 25, 6, 4]
trousseau	[16, 4, 3, 1, 15, 15, 28, 1]	298	395	[26, 12, 9, 3, 13, 1, 18, 11]	[6, 25, 26, 28, 17, 0, 9, 20]	[3, 17, 20, 26, 16, 28, 11, 18]
truckage	[16, 4, 1, 5, 5, 24, 6, 18]	280	377	[26, 12, 7, 7, 3, 10, 25, 28]	[6, 25, 24, 3, 7, 9, 16, 8]	[3, 17, 22, 22, 26, 19, 4, 1]
trucking	[16, 4, 1, 5, 5, 10, 9, 6]	176	273	[26, 12, 7, 7, 3, 25, 28, 16]	[6, 25, 24, 3, 7, 24, 19, 25]	[3, 17, 22, 22, 26, 4, 1, 13]
truckler	[16, 4, 1, 5, 5, 20, 18, 4]	250	347	[26, 12, 7, 7, 3, 6, 8, 14]	[6, 25, 24, 3, 7, 5, 28, 23]	[3, 17, 22, 22, 26, 23, 21, 15]
truelove	[16, 4, 1, 18, 20, 3, 1, 18]	290	387	[26, 12, 7, 20, 18, 18, 20, 28]	[6, 25, 24, 16, 22, 17, 11, 8]	[3, 17, 22, 9, 11, 11, 9, 1]
trueness	[16, 4, 1, 18, 9, 18, 15, 15]	342	439	[26, 12, 7, 20, 7, 4, 5, 25]	[6, 25, 24, 16, 11, 3, 25, 5]	[3, 17, 22, 9, 22, 25, 24, 4]
trumpery	[16, 4, 1, 19, 13, 18, 4, 26]	368	465	[26, 12, 7, 21, 11, 4, 23, 7]	[6, 25, 24, 17, 15, 3, 14, 16]	[3, 17, 22, 8, 18, 25, 6, 22]
trumpets	[16, 4, 1, 19, 13, 18, 16, 15]	366	463	[26, 12, 7, 21, 11, 4, 6, 25]	[6, 25, 24, 17, 15, 3, 26, 5]	[3, 17, 22, 8, 18, 25, 23, 4]
trumping	[16, 4, 1, 19, 13, 10, 9, 6]	264	361	[26, 12, 7, 21, 11, 25, 28, 16]	[6, 25, 24, 17, 15, 24, 19, 25]	[3, 17, 22, 8, 18, 4, 1, 13]
truncheon	[16, 4, 1, 9, 5, 8, 12, 9]	208	305	[26, 12, 7, 11, 3, 23, 2, 19]	[6, 25, 24, 7, 7, 22, 22, 28]	[3, 17, 22, 18, 26, 6, 27, 10]
tsaritsa	[16, 15, 24, 4, 10, 16, 15, 24]	460	557	[26, 23, 1, 6, 8, 2, 5, 5]	[6, 7, 18, 2, 12, 1, 25, 14]	[3, 6, 28, 23, 21, 27, 24, 24]
tsundere	[16, 15, 1, 9, 23, 18, 4, 18]	378	475	[26, 23, 7, 11, 21, 4, 23, 28]	[6, 7, 24, 7, 25, 3, 14, 8]	[3, 6, 22, 18, 8, 25, 6, 1]
tubeless	[16, 1, 17, 18, 20, 18, 15, 15]	436	533	[26, 9, 23, 20, 18, 4, 5, 25]	[6, 22, 11, 16, 22, 3, 25, 5]	[3, 20, 6, 9, 11, 25, 24, 4]
tubercle	[16, 1, 17, 18, 4, 5, 20, 18]	354	451	[26, 9, 23, 20, 2, 20, 10, 28]	[6, 22, 11, 16, 6, 19, 1, 8]	[3, 20, 6, 9, 27, 9, 19, 1]
tuberose	[16, 1, 17, 18, 4, 3, 15, 18]	328	425	[26, 9, 23, 20, 2, 18, 5, 28]	[6, 22, 11, 16, 6, 17, 25, 8]	[3, 20, 6, 9, 27, 11, 24, 1]
tuckahoe	[16, 1, 5, 5, 24, 8, 3, 18]	282	379	[26, 9, 11, 7, 22, 23, 22, 28]	[6, 22, 28, 3, 26, 22, 13, 8]	[3, 20, 18, 22, 7, 6, 7, 1]
tumbling	[16, 1, 19, 17, 20, 10, 9, 6]	344	441	[26, 9, 25, 19, 18, 25, 28, 16]	[6, 22, 13, 15, 22, 24, 19, 25]	[3, 20, 4, 10, 11, 4, 1, 13]
tumidity	[16, 1, 19, 10, 23, 10, 16, 26]	446	543	[26, 9, 25, 12, 21, 25, 6, 7]	[6, 22, 13, 8, 25, 24, 26, 16]	[3, 20, 4, 17, 8, 4, 23, 22]
tungstate	[16, 1, 21, 15, 16, 24, 16, 18]	476	573	[26, 9, 27, 17, 14, 10, 6, 28]	[6, 22, 15, 13, 18, 9, 26, 8]	[3, 20, 2, 12, 15, 19, 23, 1]
