Word;Indices;GP sum;GP sum red header;Plaintext minus ciphertext;Plaintext plus ciphertext;Ciphertext_minus_plaintext
Sinclair;[15, 10, 9, 5, 20, 24, 10, 4];338;435;[25, 18, 15, 7, 18, 10, 0, 14];[5, 2, 3, 3, 22, 9, 20, 23];[4, 11, 14, 22, 11, 19, 0, 15]
Sinequan;[15, 10, 9, 18, 5, 7, 24, 9];338;435;[25, 18, 15, 20, 3, 22, 14, 19];[5, 2, 3, 16, 7, 21, 5, 28];[4, 11, 14, 9, 26, 7, 15, 10]
Singaporean;[15, 21, 24, 13, 3, 4, 28, 9];428;525;[25, 0, 1, 15, 1, 19, 18, 19];[5, 13, 18, 11, 5, 18, 9, 28];[4, 0, 28, 14, 28, 10, 11, 10]
Singhalese;[15, 21, 8, 24, 20, 18, 15, 18];512;609;[25, 0, 14, 26, 18, 4, 5, 28];[5, 13, 2, 22, 22, 3, 25, 8];[4, 0, 15, 3, 11, 25, 24, 1]
Sinology;[15, 10, 9, 3, 20, 3, 6, 26];320;417;[25, 18, 15, 5, 18, 18, 25, 7];[5, 2, 3, 1, 22, 17, 16, 16];[4, 11, 14, 24, 11, 11, 4, 22]
Sinornis;[15, 10, 9, 3, 4, 9, 10, 15];244;341;[25, 18, 15, 5, 2, 24, 0, 25];[5, 2, 3, 1, 6, 23, 20, 5];[4, 11, 14, 24, 27, 5, 0, 4]
Siracusa;[15, 10, 4, 24, 5, 1, 15, 24];358;455;[25, 18, 10, 26, 3, 16, 5, 5];[5, 2, 27, 22, 7, 15, 25, 14];[4, 11, 19, 3, 26, 13, 24, 24]
Sisyphus;[15, 10, 15, 26, 13, 8, 1, 15];362;459;[25, 18, 21, 28, 11, 23, 20, 25];[5, 2, 9, 24, 15, 22, 11, 5];[4, 11, 8, 1, 18, 6, 9, 4]
Sittidae;[15, 10, 16, 16, 10, 23, 24, 18];486;583;[25, 18, 22, 18, 8, 9, 14, 28];[5, 2, 10, 14, 12, 8, 5, 8];[4, 11, 7, 11, 21, 20, 15, 1]
Sjaelland;[15, 11, 25, 20, 20, 24, 9, 23];552;649;[25, 19, 2, 22, 18, 10, 28, 4];[5, 3, 19, 18, 22, 9, 19, 13];[4, 10, 27, 7, 11, 19, 1, 25]
Skagerak;[15, 5, 24, 6, 18, 4, 24, 5];368;465;[25, 13, 1, 8, 16, 19, 14, 15];[5, 26, 18, 4, 20, 18, 5, 24];[4, 16, 28, 21, 13, 10, 15, 14]
Slavonic;[15, 20, 24, 1, 3, 9, 10, 5];306;403;[25, 28, 1, 3, 1, 24, 0, 15];[5, 12, 18, 28, 5, 23, 20, 24];[4, 1, 28, 26, 28, 5, 0, 14]
Slovakia;[15, 20, 3, 1, 24, 5, 10, 24];374;471;[25, 28, 9, 3, 22, 20, 0, 5];[5, 12, 26, 28, 26, 19, 20, 14];[4, 1, 20, 26, 7, 9, 0, 24]
Slovenia;[15, 20, 3, 1, 18, 9, 10, 24];360;457;[25, 28, 9, 3, 16, 24, 0, 5];[5, 12, 26, 28, 20, 23, 20, 14];[4, 1, 20, 26, 13, 5, 0, 24]
Slovenian;[15, 20, 3, 1, 18, 9, 27, 9];368;465;[25, 28, 9, 3, 16, 24, 17, 19];[5, 12, 26, 28, 20, 23, 8, 28];[4, 1, 20, 26, 13, 5, 12, 10]
Smiledon;[15, 19, 10, 20, 18, 23, 3, 9];420;517;[25, 27, 16, 22, 16, 9, 22, 19];[5, 11, 4, 18, 20, 8, 13, 28];[4, 2, 13, 7, 13, 20, 7, 10]
Smolensk;[15, 19, 3, 20, 18, 9, 15, 5];366;463;[25, 27, 9, 22, 16, 24, 5, 15];[5, 11, 26, 18, 20, 23, 25, 24];[4, 2, 20, 7, 13, 5, 24, 14]
Smollett;[15, 19, 3, 20, 20, 18, 16, 16];462;559;[25, 27, 9, 22, 18, 4, 6, 26];[5, 11, 26, 18, 22, 3, 26, 6];[4, 2, 20, 7, 11, 25, 23, 3]
Smyrnium;[15, 19, 26, 4, 9, 10, 1, 19];372;469;[25, 27, 3, 6, 7, 25, 20, 0];[5, 11, 20, 2, 11, 24, 11, 9];[4, 2, 26, 23, 22, 4, 9, 0]
Socrates;[15, 3, 5, 4, 24, 16, 18, 15];360;457;[25, 11, 11, 6, 22, 2, 8, 25];[5, 24, 28, 2, 26, 1, 28, 5];[4, 18, 18, 23, 7, 27, 21, 4]
Soissons;[15, 3, 10, 15, 15, 3, 9, 15];286;383;[25, 11, 16, 17, 13, 18, 28, 25];[5, 24, 4, 13, 17, 17, 19, 5];[4, 18, 13, 12, 16, 11, 1, 4]
Solandra;[15, 3, 20, 24, 9, 23, 4, 24];456;553;[25, 11, 26, 26, 7, 9, 23, 5];[5, 24, 14, 22, 11, 8, 14, 14];[4, 18, 3, 3, 22, 20, 6, 24]
Soleidae;[15, 3, 20, 18, 10, 23, 24, 18];484;581;[25, 11, 26, 20, 8, 9, 14, 28];[5, 24, 14, 16, 12, 8, 5, 8];[4, 18, 3, 9, 21, 20, 15, 1]
Solidago;[15, 3, 20, 10, 23, 24, 6, 3];374;471;[25, 11, 26, 12, 21, 10, 25, 13];[5, 24, 14, 8, 25, 9, 16, 22];[4, 18, 3, 17, 8, 19, 4, 16]
Solomons;[15, 3, 20, 3, 19, 3, 9, 15];300;397;[25, 11, 26, 5, 17, 18, 28, 25];[5, 24, 14, 1, 21, 17, 19, 5];[4, 18, 3, 24, 12, 11, 1, 4]
Solresol;[15, 3, 20, 4, 18, 15, 3, 20];344;441;[25, 11, 26, 6, 16, 1, 22, 1];[5, 24, 14, 2, 20, 0, 13, 10];[4, 18, 3, 23, 13, 28, 7, 28]
Sombrero;[15, 3, 19, 17, 4, 18, 4, 3];288;385;[25, 11, 25, 19, 2, 4, 23, 13];[5, 24, 13, 15, 6, 3, 14, 22];[4, 18, 4, 10, 27, 25, 6, 16]
Somerset;[15, 3, 19, 18, 4, 15, 18, 16];388;485;[25, 11, 25, 20, 2, 1, 8, 26];[5, 24, 13, 16, 6, 0, 28, 6];[4, 18, 4, 9, 27, 28, 21, 3]
Sondheim;[15, 3, 9, 23, 8, 18, 10, 19];370;467;[25, 11, 15, 25, 6, 4, 0, 0];[5, 24, 3, 21, 10, 3, 20, 9];[4, 18, 14, 4, 23, 25, 0, 0]
Sophonias;[15, 3, 13, 8, 3, 9, 27, 15];322;419;[25, 11, 19, 10, 1, 24, 17, 25];[5, 24, 7, 6, 5, 23, 8, 5];[4, 18, 10, 19, 28, 5, 12, 4]
Sorbonne;[15, 3, 4, 17, 3, 9, 9, 18];264;361;[25, 11, 10, 19, 1, 24, 28, 28];[5, 24, 27, 15, 5, 23, 19, 8];[4, 18, 19, 10, 28, 5, 1, 1]
Sorensen;[15, 3, 4, 18, 9, 15, 18, 9];316;413;[25, 11, 10, 20, 7, 1, 8, 19];[5, 24, 27, 16, 11, 0, 28, 28];[4, 18, 19, 9, 22, 28, 21, 10]
Soufflot;[15, 3, 1, 0, 0, 20, 3, 16];206;303;[25, 11, 7, 2, 27, 6, 22, 26];[5, 24, 24, 27, 2, 5, 13, 6];[4, 18, 22, 27, 2, 23, 7, 3]
Southwest;[15, 3, 1, 2, 7, 18, 15, 16];266;363;[25, 11, 7, 4, 5, 4, 5, 26];[5, 24, 24, 0, 9, 3, 25, 6];[4, 18, 22, 25, 24, 25, 24, 3]
Sparaxis;[15, 13, 24, 4, 24, 14, 10, 15];432;529;[25, 21, 1, 6, 22, 0, 0, 25];[5, 5, 18, 2, 26, 28, 20, 5];[4, 8, 28, 23, 7, 0, 0, 4]
Sparidae;[15, 13, 24, 4, 10, 23, 24, 18];488;585;[25, 21, 1, 6, 8, 9, 14, 28];[5, 5, 18, 2, 12, 8, 5, 8];[4, 8, 28, 23, 21, 20, 15, 1]
Spartina;[15, 13, 24, 4, 16, 10, 9, 24];420;517;[25, 21, 1, 6, 14, 25, 28, 5];[5, 5, 18, 2, 18, 24, 19, 14];[4, 8, 28, 23, 15, 4, 1, 24]
Spartium;[15, 13, 24, 4, 16, 10, 1, 19];368;465;[25, 21, 1, 6, 14, 25, 20, 0];[5, 5, 18, 2, 18, 24, 11, 9];[4, 8, 28, 23, 15, 4, 9, 0]
Spergula;[15, 13, 18, 4, 6, 1, 20, 24];364;461;[25, 21, 24, 6, 4, 16, 10, 5];[5, 5, 12, 2, 8, 15, 1, 14];[4, 8, 5, 23, 25, 13, 19, 24]
Spetsnaz;[15, 13, 18, 16, 15, 9, 24, 15];454;551;[25, 21, 24, 18, 13, 24, 14, 25];[5, 5, 12, 14, 17, 23, 5, 5];[4, 8, 5, 11, 16, 5, 15, 4]
Sphacele;[15, 13, 8, 24, 5, 18, 20, 18];436;533;[25, 21, 14, 26, 3, 4, 10, 28];[5, 5, 2, 22, 7, 3, 1, 8];[4, 8, 15, 3, 26, 25, 19, 1]
Sphecius;[15, 13, 8, 18, 5, 10, 1, 15];286;383;[25, 21, 14, 20, 3, 25, 20, 25];[5, 5, 2, 16, 7, 24, 11, 5];[4, 8, 15, 9, 26, 4, 9, 4]
Sphingidae;[15, 13, 8, 21, 10, 23, 24, 18];482;579;[25, 21, 14, 23, 8, 9, 14, 28];[5, 5, 2, 19, 12, 8, 5, 8];[4, 8, 15, 6, 21, 20, 15, 1]
Sphyraena;[15, 13, 8, 26, 4, 25, 9, 24];460;557;[25, 21, 14, 28, 2, 11, 28, 5];[5, 5, 2, 24, 6, 10, 19, 14];[4, 8, 15, 1, 27, 18, 1, 24]
Spillane;[15, 13, 10, 20, 20, 24, 9, 18];466;563;[25, 21, 16, 22, 18, 10, 28, 28];[5, 5, 4, 18, 22, 9, 19, 8];[4, 8, 13, 7, 11, 19, 1, 1]
Spinacia;[15, 13, 10, 9, 24, 5, 10, 24];394;491;[25, 21, 16, 11, 22, 20, 0, 5];[5, 5, 4, 7, 26, 19, 20, 14];[4, 8, 13, 18, 7, 9, 0, 24]
Spizella;[15, 13, 10, 15, 18, 20, 20, 24];490;587;[25, 21, 16, 17, 16, 6, 10, 5];[5, 5, 4, 13, 20, 5, 1, 14];[4, 8, 13, 12, 13, 23, 19, 24]
Sporanox;[15, 13, 3, 4, 24, 9, 3, 14];294;391;[25, 21, 9, 6, 22, 24, 22, 24];[5, 5, 26, 2, 26, 23, 13, 4];[4, 8, 20, 23, 7, 5, 7, 5]
Sporozoa;[15, 13, 3, 4, 3, 15, 3, 24];278;375;[25, 21, 9, 6, 1, 1, 22, 5];[5, 5, 26, 2, 5, 0, 13, 14];[4, 8, 20, 23, 28, 28, 7, 24]
Spraguea;[15, 13, 4, 24, 6, 1, 18, 24];388;485;[25, 21, 10, 26, 4, 16, 8, 5];[5, 5, 27, 22, 8, 15, 28, 14];[4, 8, 19, 3, 25, 13, 21, 24]
Squamata;[15, 5, 7, 24, 19, 24, 16, 24];506;603;[25, 13, 13, 26, 17, 10, 6, 5];[5, 26, 1, 22, 21, 9, 26, 14];[4, 16, 16, 3, 12, 19, 23, 24]
Squatina;[15, 5, 7, 24, 16, 10, 9, 24];398;495;[25, 13, 13, 26, 14, 25, 28, 5];[5, 26, 1, 22, 18, 24, 19, 14];[4, 16, 16, 3, 15, 4, 1, 24]
Sriracha;[15, 4, 10, 4, 24, 5, 8, 24];336;433;[25, 12, 16, 6, 22, 20, 27, 5];[5, 25, 4, 2, 26, 19, 18, 14];[4, 17, 13, 23, 7, 9, 2, 24]
Stagirus;[15, 16, 24, 6, 10, 4, 1, 15];324;421;[25, 24, 1, 8, 8, 19, 20, 25];[5, 8, 18, 4, 12, 18, 11, 5];[4, 5, 28, 21, 21, 10, 9, 4]
Stalingrad;[15, 16, 24, 20, 21, 4, 24, 23];558;655;[25, 24, 1, 22, 19, 19, 14, 4];[5, 8, 18, 18, 23, 18, 5, 13];[4, 5, 28, 7, 10, 10, 15, 25]
Stamboul;[15, 16, 24, 19, 17, 3, 1, 20];424;521;[25, 24, 1, 21, 15, 18, 20, 1];[5, 8, 18, 17, 19, 17, 11, 10];[4, 5, 28, 8, 14, 11, 9, 28]
Standish;[15, 16, 24, 9, 23, 10, 15, 8];434;531;[25, 24, 1, 11, 21, 25, 5, 18];[5, 8, 18, 7, 25, 24, 25, 27];[4, 5, 28, 18, 8, 4, 24, 11]
Stanford;[15, 16, 24, 9, 0, 3, 4, 23];347;444;[25, 24, 1, 11, 27, 18, 23, 4];[5, 8, 18, 7, 2, 17, 14, 13];[4, 5, 28, 18, 2, 11, 6, 25]
Stanleya;[15, 16, 24, 9, 20, 18, 26, 24];578;675;[25, 24, 1, 11, 18, 4, 16, 5];[5, 8, 18, 7, 22, 3, 7, 14];[4, 5, 28, 18, 11, 25, 13, 24]
Stavanger;[15, 16, 24, 1, 24, 21, 18, 4];466;563;[25, 24, 1, 3, 22, 7, 8, 14];[5, 8, 18, 28, 26, 6, 28, 23];[4, 5, 28, 26, 7, 22, 21, 15]
Steffens;[15, 16, 18, 0, 0, 18, 9, 15];332;429;[25, 24, 24, 2, 27, 4, 28, 25];[5, 8, 12, 27, 2, 3, 19, 5];[4, 5, 5, 27, 2, 25, 1, 4]
Steichen;[15, 16, 18, 10, 5, 8, 18, 9];342;439;[25, 24, 24, 12, 3, 23, 8, 19];[5, 8, 12, 8, 7, 22, 28, 28];[4, 5, 5, 17, 26, 6, 21, 10]
Steinman;[15, 16, 18, 10, 9, 19, 24, 9];436;533;[25, 24, 24, 12, 7, 5, 14, 19];[5, 8, 12, 8, 11, 4, 5, 28];[4, 5, 5, 17, 22, 24, 15, 10]
Steinway;[15, 16, 18, 10, 9, 7, 24, 26];458;555;[25, 24, 24, 12, 7, 22, 14, 7];[5, 8, 12, 8, 11, 21, 5, 16];[4, 5, 5, 17, 22, 7, 15, 22]
Stellite;[15, 16, 18, 20, 20, 10, 16, 18];482;579;[25, 24, 24, 22, 18, 25, 6, 28];[5, 8, 12, 18, 22, 24, 26, 8];[4, 5, 5, 7, 11, 4, 23, 1]
Stendhal;[15, 16, 18, 9, 23, 8, 24, 20];490;587;[25, 24, 24, 11, 21, 23, 14, 1];[5, 8, 12, 7, 25, 22, 5, 10];[4, 5, 5, 18, 8, 6, 15, 28]
Stenotus;[15, 16, 18, 9, 3, 16, 1, 15];330;427;[25, 24, 24, 11, 1, 2, 20, 25];[5, 8, 12, 7, 5, 1, 11, 5];[4, 5, 5, 18, 28, 27, 9, 4]
Stilwell;[15, 16, 10, 20, 7, 18, 20, 20];448;545;[25, 24, 16, 22, 5, 4, 10, 1];[5, 8, 4, 18, 9, 3, 1, 10];[4, 5, 13, 7, 24, 25, 19, 28]
Stizidae;[15, 16, 10, 15, 10, 23, 24, 18];480;577;[25, 24, 16, 17, 8, 9, 14, 28];[5, 8, 4, 13, 12, 8, 5, 8];[4, 5, 13, 12, 21, 20, 15, 1]
Stockton;[15, 16, 3, 5, 5, 16, 3, 9];240;337;[25, 24, 9, 7, 3, 2, 22, 19];[5, 8, 26, 3, 7, 1, 13, 28];[4, 5, 20, 22, 26, 27, 7, 10]
Stoicism;[15, 16, 3, 10, 5, 10, 15, 19];318;415;[25, 24, 9, 12, 3, 25, 5, 0];[5, 8, 26, 8, 7, 24, 25, 9];[4, 5, 20, 17, 26, 4, 24, 0]
Stokesia;[15, 16, 3, 5, 18, 15, 10, 24];380;477;[25, 24, 9, 7, 16, 1, 0, 5];[5, 8, 26, 3, 20, 0, 20, 14];[4, 5, 20, 22, 13, 28, 0, 24]
Stoppard;[15, 16, 3, 13, 13, 24, 4, 23];402;499;[25, 24, 9, 15, 11, 10, 23, 4];[5, 8, 26, 11, 15, 9, 14, 13];[4, 5, 20, 14, 18, 19, 6, 25]
Storeria;[15, 16, 3, 4, 18, 4, 10, 24];336;433;[25, 24, 9, 6, 16, 19, 0, 5];[5, 8, 26, 2, 20, 18, 20, 14];[4, 5, 20, 23, 13, 10, 0, 24]
Strachey;[15, 16, 4, 24, 5, 8, 18, 26];426;523;[25, 24, 10, 26, 3, 23, 8, 7];[5, 8, 27, 22, 7, 22, 28, 16];[4, 5, 19, 3, 26, 6, 21, 22]
Strepera;[15, 16, 4, 18, 13, 18, 4, 24];408;505;[25, 24, 10, 20, 11, 4, 23, 5];[5, 8, 27, 16, 15, 3, 14, 14];[4, 5, 19, 9, 18, 25, 6, 24]
Stroheim;[15, 16, 4, 3, 8, 18, 10, 19];322;419;[25, 24, 10, 5, 6, 4, 0, 0];[5, 8, 27, 1, 10, 3, 20, 9];[4, 5, 19, 24, 23, 25, 0, 0]
Strombus;[15, 16, 4, 3, 19, 17, 1, 15];318;415;[25, 24, 10, 5, 17, 3, 20, 25];[5, 8, 27, 1, 21, 2, 11, 5];[4, 5, 19, 24, 12, 26, 9, 4]
Suckling;[15, 1, 5, 5, 20, 10, 9, 6];232;329;[25, 9, 11, 7, 18, 25, 28, 16];[5, 22, 28, 3, 22, 24, 19, 25];[4, 20, 18, 22, 11, 4, 1, 13]
Sudanese;[15, 1, 23, 24, 9, 18, 15, 18];458;555;[25, 9, 0, 26, 7, 4, 5, 28];[5, 22, 17, 22, 11, 3, 25, 8];[4, 20, 0, 3, 22, 25, 24, 1]
Sulawesi;[15, 1, 20, 24, 7, 18, 15, 10];396;493;[25, 9, 26, 26, 5, 4, 5, 20];[5, 22, 14, 22, 9, 3, 25, 0];[4, 20, 3, 3, 24, 25, 24, 9]
Sullivan;[15, 1, 20, 20, 10, 1, 24, 9];362;459;[25, 9, 26, 22, 8, 16, 14, 19];[5, 22, 14, 18, 12, 15, 5, 28];[4, 20, 3, 7, 21, 13, 15, 10]
Sumatran;[15, 1, 19, 24, 16, 4, 24, 9];420;517;[25, 9, 25, 26, 14, 19, 14, 19];[5, 22, 13, 22, 18, 18, 5, 28];[4, 20, 4, 3, 15, 10, 15, 10]
Supermex;[15, 1, 13, 18, 4, 19, 18, 14];362;459;[25, 9, 19, 20, 2, 5, 8, 24];[5, 22, 7, 16, 6, 4, 28, 4];[4, 20, 10, 9, 27, 24, 21, 5]
Suricata;[15, 1, 4, 10, 5, 24, 16, 24];364;461;[25, 9, 10, 12, 3, 10, 6, 5];[5, 22, 27, 8, 7, 9, 26, 14];[4, 20, 19, 17, 26, 19, 23, 24]
Suriname;[15, 1, 4, 10, 9, 24, 19, 18];362;459;[25, 9, 10, 12, 7, 10, 9, 28];[5, 22, 27, 8, 11, 9, 0, 8];[4, 20, 19, 17, 22, 19, 20, 1]
Svalbard;[15, 1, 24, 20, 17, 24, 4, 23];484;581;[25, 9, 1, 22, 15, 10, 23, 4];[5, 22, 18, 18, 19, 9, 14, 13];[4, 20, 28, 7, 14, 19, 6, 25]
Svedberg;[15, 1, 18, 23, 17, 18, 4, 6];368;465;[25, 9, 24, 25, 15, 4, 23, 16];[5, 22, 12, 21, 19, 3, 14, 25];[4, 20, 5, 4, 14, 25, 6, 13]
Sverdrup;[15, 1, 18, 4, 23, 4, 1, 13];280;377;[25, 9, 24, 6, 21, 19, 20, 23];[5, 22, 12, 2, 25, 18, 11, 3];[4, 20, 5, 23, 8, 10, 9, 6]
Svizzera;[15, 1, 10, 15, 15, 18, 4, 24];368;465;[25, 9, 16, 17, 13, 4, 23, 5];[5, 22, 4, 13, 17, 3, 14, 14];[4, 20, 13, 12, 16, 25, 6, 24]
Sydenham;[15, 26, 23, 18, 9, 8, 24, 19];532;629;[25, 5, 0, 20, 7, 23, 14, 0];[5, 18, 17, 16, 11, 22, 5, 9];[4, 24, 0, 9, 22, 6, 15, 0]
Sylvanus;[15, 26, 20, 1, 24, 9, 1, 15];414;511;[25, 5, 26, 3, 22, 24, 20, 25];[5, 18, 14, 28, 26, 23, 11, 5];[4, 24, 3, 26, 7, 5, 9, 4]
Symphyla;[15, 26, 19, 13, 8, 26, 20, 24];566;663;[25, 5, 25, 15, 6, 12, 10, 5];[5, 18, 13, 11, 10, 11, 1, 14];[4, 24, 4, 14, 23, 17, 19, 24]
Synercus;[15, 26, 9, 18, 4, 5, 1, 15];332;429;[25, 5, 15, 20, 2, 20, 20, 25];[5, 18, 3, 16, 6, 19, 11, 5];[4, 24, 14, 9, 27, 9, 9, 4]
Syngnathus;[15, 26, 21, 9, 24, 2, 1, 15];422;519;[25, 5, 27, 11, 22, 17, 20, 25];[5, 18, 15, 7, 26, 16, 11, 5];[4, 24, 2, 18, 7, 12, 9, 4]
Syngonium;[15, 26, 21, 3, 9, 10, 1, 19];376;473;[25, 5, 27, 5, 7, 25, 20, 0];[5, 18, 15, 1, 11, 24, 11, 9];[4, 24, 2, 24, 22, 4, 9, 0]
Syracuse;[15, 26, 4, 24, 5, 1, 15, 18];400;497;[25, 5, 10, 26, 3, 16, 5, 28];[5, 18, 27, 22, 7, 15, 25, 8];[4, 24, 19, 3, 26, 13, 24, 1]
Syzygium;[15, 26, 15, 26, 6, 10, 1, 19];434;531;[25, 5, 21, 28, 4, 25, 20, 0];[5, 18, 9, 24, 8, 24, 11, 9];[4, 24, 8, 1, 25, 4, 9, 0]
Szechuan;[15, 15, 18, 5, 8, 1, 24, 9];338;435;[25, 23, 24, 7, 6, 16, 14, 19];[5, 7, 12, 3, 10, 15, 5, 28];[4, 6, 5, 22, 23, 13, 15, 10]
Szechwan;[15, 15, 18, 5, 8, 7, 24, 9];354;451;[25, 23, 24, 7, 6, 22, 14, 19];[5, 7, 12, 3, 10, 21, 5, 28];[4, 6, 5, 22, 23, 7, 15, 10]
Taccaceae;[16, 24, 5, 5, 24, 5, 28, 18];468;565;[26, 3, 11, 7, 22, 20, 18, 28];[6, 16, 28, 3, 26, 19, 9, 8];[3, 26, 18, 22, 7, 9, 11, 1]
Tadarida;[16, 24, 23, 24, 4, 10, 23, 24];570;667;[26, 3, 0, 26, 2, 25, 13, 5];[6, 16, 17, 22, 6, 24, 4, 14];[3, 26, 0, 3, 27, 4, 16, 24]
Taeniidae;[16, 25, 9, 10, 10, 23, 24, 18];504;601;[26, 4, 15, 12, 8, 9, 14, 28];[6, 17, 3, 8, 12, 8, 5, 8];[3, 25, 14, 17, 21, 20, 15, 1]
Taichung;[16, 24, 10, 5, 8, 1, 9, 6];272;369;[26, 3, 16, 7, 6, 16, 28, 16];[6, 16, 4, 3, 10, 15, 19, 25];[3, 26, 13, 22, 23, 13, 1, 13]
Takakkaw;[16, 24, 5, 24, 5, 5, 24, 7];408;505;[26, 3, 11, 26, 3, 20, 14, 17];[6, 16, 28, 22, 7, 19, 5, 26];[3, 26, 18, 3, 26, 9, 15, 12]
Takilman;[16, 24, 5, 10, 20, 19, 24, 9];470;567;[26, 3, 11, 12, 18, 5, 14, 19];[6, 16, 28, 8, 22, 4, 5, 28];[3, 26, 18, 17, 11, 24, 15, 10]
Talpidae;[16, 24, 20, 13, 10, 23, 24, 18];556;653;[26, 3, 26, 15, 8, 9, 14, 28];[6, 16, 14, 11, 12, 8, 5, 8];[3, 26, 3, 14, 21, 20, 15, 1]
Tambocor;[16, 24, 19, 17, 3, 5, 3, 4];326;423;[26, 3, 25, 19, 1, 20, 22, 14];[6, 16, 13, 15, 5, 19, 13, 23];[3, 26, 4, 10, 28, 9, 7, 15]
Tandearil;[16, 24, 9, 23, 28, 4, 10, 20];498;595;[26, 3, 15, 25, 26, 19, 0, 1];[6, 16, 3, 21, 1, 18, 20, 10];[3, 26, 14, 4, 3, 10, 0, 28]
Tantalus;[16, 24, 9, 16, 24, 20, 1, 15];470;567;[26, 3, 15, 18, 22, 6, 20, 25];[6, 16, 3, 14, 26, 5, 11, 5];[3, 26, 14, 11, 7, 23, 9, 4]
Tantilla;[16, 24, 9, 16, 10, 20, 20, 24];518;615;[26, 3, 15, 18, 8, 6, 10, 5];[6, 16, 3, 14, 12, 5, 1, 14];[3, 26, 14, 11, 21, 23, 19, 24]
Tantrism;[16, 24, 9, 16, 4, 10, 15, 19];410;507;[26, 3, 15, 18, 2, 25, 5, 0];[6, 16, 3, 14, 6, 24, 25, 9];[3, 26, 14, 11, 27, 4, 24, 0]
Tantrist;[16, 24, 9, 16, 4, 10, 15, 16];398;495;[26, 3, 15, 18, 2, 25, 5, 26];[6, 16, 3, 14, 6, 24, 25, 6];[3, 26, 14, 11, 27, 4, 24, 3]
Tanzania;[16, 24, 9, 15, 24, 9, 10, 24];492;589;[26, 3, 15, 17, 22, 24, 0, 5];[6, 16, 3, 13, 26, 23, 20, 14];[3, 26, 14, 12, 7, 5, 0, 24]
Tanzanian;[16, 24, 9, 15, 24, 9, 27, 9];500;597;[26, 3, 15, 17, 22, 24, 17, 19];[6, 16, 3, 13, 26, 23, 8, 28];[3, 26, 14, 12, 7, 5, 12, 10]
Tartarus;[16, 24, 4, 16, 24, 4, 1, 15];390;487;[26, 3, 10, 18, 22, 19, 20, 25];[6, 16, 27, 14, 26, 18, 11, 5];[3, 26, 19, 11, 7, 10, 9, 4]
Tartuffe;[16, 24, 4, 16, 1, 0, 0, 18];300;397;[26, 3, 10, 18, 28, 15, 19, 28];[6, 16, 27, 14, 3, 14, 10, 8];[3, 26, 19, 11, 1, 14, 10, 1]
Tashkent;[16, 24, 15, 8, 5, 18, 9, 16];400;497;[26, 3, 21, 10, 3, 4, 28, 26];[6, 16, 9, 6, 7, 3, 19, 6];[3, 26, 8, 19, 26, 25, 1, 3]
Tasmania;[16, 24, 15, 19, 24, 9, 10, 24];534;631;[26, 3, 21, 21, 22, 24, 0, 5];[6, 16, 9, 17, 26, 23, 20, 14];[3, 26, 8, 8, 7, 5, 0, 24]
Taxodium;[16, 24, 14, 3, 23, 10, 1, 19];404;501;[26, 3, 20, 5, 21, 25, 20, 0];[6, 16, 8, 1, 25, 24, 11, 9];[3, 26, 9, 24, 8, 4, 9, 0]
Tectaria;[16, 18, 5, 16, 24, 4, 10, 24];434;531;[26, 26, 11, 18, 22, 19, 0, 5];[6, 10, 28, 14, 26, 18, 20, 14];[3, 3, 18, 11, 7, 10, 0, 24]
Tecumseh;[16, 18, 5, 1, 19, 15, 18, 8];356;453;[26, 26, 11, 3, 17, 1, 8, 18];[6, 10, 28, 28, 21, 0, 28, 27];[3, 3, 18, 26, 12, 28, 21, 11]
Telemann;[16, 18, 20, 18, 19, 24, 9, 9];492;589;[26, 26, 26, 20, 17, 10, 28, 19];[6, 10, 14, 16, 21, 9, 19, 28];[3, 3, 3, 9, 12, 19, 1, 10]
Teleostei;[16, 18, 20, 12, 15, 16, 18, 10];450;547;[26, 26, 26, 14, 13, 2, 8, 20];[6, 10, 14, 10, 17, 1, 28, 0];[3, 3, 3, 15, 16, 27, 21, 9]
Tenerife;[16, 18, 9, 18, 4, 10, 0, 18];333;430;[26, 26, 15, 20, 2, 25, 19, 28];[6, 10, 3, 16, 6, 24, 10, 8];[3, 3, 14, 9, 27, 4, 10, 1]
Tennyson;[16, 18, 9, 9, 26, 15, 3, 9];376;473;[26, 26, 15, 11, 24, 1, 22, 19];[6, 10, 3, 7, 28, 0, 13, 28];[3, 3, 14, 18, 5, 28, 7, 10]
Tenormin;[16, 18, 9, 3, 4, 19, 10, 9];304;401;[26, 26, 15, 5, 2, 5, 0, 19];[6, 10, 3, 1, 6, 4, 20, 28];[3, 3, 14, 24, 27, 24, 0, 10]
Terylene;[16, 18, 4, 26, 20, 18, 9, 18];476;573;[26, 26, 10, 28, 18, 4, 28, 28];[6, 10, 27, 24, 22, 3, 19, 8];[3, 3, 19, 1, 11, 25, 1, 1]
Testacea;[16, 18, 15, 16, 24, 5, 18, 24];512;609;[26, 26, 21, 18, 22, 20, 8, 5];[6, 10, 9, 14, 26, 19, 28, 14];[3, 3, 8, 11, 7, 9, 21, 24]
Tethyidae;[16, 18, 2, 26, 10, 23, 24, 18];518;615;[26, 26, 8, 28, 8, 9, 14, 28];[6, 10, 25, 24, 12, 8, 5, 8];[3, 3, 21, 1, 21, 20, 15, 1]
